price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,lat,long,sqft_living15,sqft_lot15,has_basement,is_cust_build,years_since_renovated
12.309982108920686,3,1.0,7.07326971745971,8.639410824140487,1.0,0.0,0.0,3,7,7.07326971745971,0.0,3.8609654727203107,4.806125386429408,7.200424892944957,8.639410824140487,0,0,0.0
13.195613839143922,3,2.25,7.851661177889265,8.887652690325586,2.0,0.0,0.0,3,7,7.682482446534506,400.0,3.865371552584333,4.806632386309429,7.432483807917119,8.94102198354136,1,0,29.0
12.100712129872347,2,1.0,6.646390514847729,9.210340371976184,1.0,0.0,0.0,3,6,6.646390514847729,0.0,3.865725631673377,4.805929059380636,7.908387159290043,8.994916943677111,0,0,0.0
13.311329476916953,4,3.0,7.580699752224563,8.517193191416238,1.0,0.0,0.0,5,7,6.956545443151569,910.0,3.8611675099295173,4.807237178900357,7.215239978730097,8.517193191416238,1,0,0.0
13.142166004700508,3,2.0,7.426549072397305,8.997147151515142,1.0,0.0,0.0,3,8,7.426549072397305,0.0,3.863185640144759,4.804389829182928,7.495541943884256,8.923058219545728,0,0,0.0
12.458774999085929,3,2.25,7.44716835960004,8.827468112520654,2.0,0.0,0.0,3,7,7.44716835960004,0.0,3.8567153484688617,4.806697786929123,7.71333788887187,8.827468112520654,0,0,0.0
12.583995250631936,3,1.5,6.966024187106113,9.181014542594355,1.0,0.0,0.0,3,7,6.966024187106113,0.0,3.858822630560165,4.806599684395548,7.408530566894626,9.181014542594355,0,0,0.0
12.343658308482738,3,1.0,7.484368643286131,8.918650278126863,1.0,0.0,0.0,3,7,6.956545443151569,730.0,3.8609886248879337,4.8067795316893305,7.484368643286131,9.001222992395064,1,0,0.0
12.685407602204794,3,2.5,7.5443321080536885,8.788745881938135,2.0,0.0,0.0,3,7,7.5443321080536885,0.0,3.8579553397133273,4.804275110816391,7.779048644925556,8.931948346431495,0,0,0.0
13.056223574899784,2,1.0,7.05617528410041,8.699514748210191,1.0,0.0,0.0,4,7,6.756932389247553,300.0,3.864721732310133,4.8064116276345565,7.1929342212158,8.699514748210191,1,0,0.0
12.644327576461329,3,1.0,7.265429723253953,9.898525260706313,1.5,0.0,0.0,4,7,7.265429723253953,0.0,3.8661005255189322,4.805896334458151,7.484368643286131,9.449121024069791,0,0,0.0
12.89921982609012,3,1.75,7.222566018822171,9.177817180270623,1.0,0.0,0.0,4,7,7.222566018822171,0.0,3.8630995323734796,4.804389829182928,7.222566018822171,9.23092700558457,0,0,0.0
13.180632285528304,5,2.0,7.501082124259871,8.48673398393153,1.5,0.0,0.0,3,7,7.501082124259871,0.0,3.864302269216734,4.807245349268882,7.215239978730097,8.48673398393153,0,0,0.0
13.38472764187182,4,3.0,7.989560449333865,8.517193191416238,2.0,0.0,3.0,3,9,7.590852123688581,970.0,3.8622317403243493,4.807090100850674,7.668561108015897,8.294049640102028,1,0,0.0
12.886641043883259,3,2.0,7.5443321080536885,9.549665677579801,2.0,0.0,0.0,3,7,7.5443321080536885,0.0,3.865511942134133,4.80370952080488,7.5443321080536885,9.54809749706027,0,0,0.0
13.091904169919621,4,1.0,7.3777589082278725,8.366370301681654,1.5,0.0,0.0,4,7,7.3777589082278725,0.0,3.864193179985831,4.806828575338187,7.383989457978509,8.366370301681654,0,0,0.0
12.14950229404178,2,1.0,7.090076835776092,9.195226734166134,1.0,0.0,0.0,4,7,7.090076835776092,0.0,3.85669843847442,4.805740876449909,6.966024187106113,8.536014945656826,0,0,0.0
12.345834587905333,3,1.0,7.1308988302963465,9.1874810778301,1.0,0.0,0.0,4,7,7.1308988302963465,0.0,3.857235191259825,4.806526101179028,7.154615356913663,9.088172738001974,0,0,0.0
12.86099861326992,4,1.75,7.3901814282264295,8.513185170018698,1.0,0.0,0.0,4,7,6.756932389247553,760.0,3.8649838074223597,4.806812227722487,7.24422751560335,8.513185170018698,1,0,0.0
12.560244459250788,5,2.5,7.727535110475448,8.748304912379623,2.0,0.0,0.0,3,8,7.727535110475448,0.0,3.8570725052930324,4.8054053320669246,7.7142311448490855,8.854379458771108,0,0,0.0
12.439958293376286,2,1.5,6.975413927455952,9.173987542510384,1.0,0.0,0.0,3,7,6.975413927455952,0.0,3.8576365109733888,4.8053807756177855,7.106606137727303,9.034318927730707,0,0,0.0
12.70381302974751,3,2.25,7.803843303538772,8.779557455883728,2.0,0.0,0.0,4,8,7.803843303538772,0.0,3.8580714441356636,4.805429887913059,7.696212639346407,8.834191318202071,0,0,0.0
12.358793732547838,3,2.0,7.444248649496705,8.454679286026995,1.5,0.0,0.0,5,6,7.444248649496705,0.0,3.8566117702645824,4.805806335398989,6.937314081223682,8.45638105201948,0,0,0.0
13.750438561220559,3,1.75,7.803843303538772,7.897668150726906,2.0,0.0,0.0,3,8,7.4673710669175595,700.0,3.8636433569856017,4.806967519282702,7.473069088032197,8.181160858023409,1,0,0.0
13.410545324897761,3,1.0,7.24422751560335,7.365812837209472,1.5,0.0,0.0,5,8,7.24422751560335,0.0,3.863296939204397,4.806591508749977,7.528331766707247,8.258681496264236,0,0,0.0
12.989974189358584,3,1.75,7.326465613840322,8.760923376338836,1.0,0.0,0.0,3,7,6.672032945461067,730.0,3.8648265705971716,4.806509748617808,7.326465613840322,8.737933858114136,1,0,0.0
